id,transgenic-line,product-id,structure-id,structure-abbrev,structure-name,name,injection-volume,injection-structures,gender,strain,sum,structure-color,num-voxels,injection-coordinates,selected,experiment_page_url
177889243,Syt6-Cre_KI148,5,44,ILA,Infralimbic area,Syt6-Cre-3149,0.1110733274,"[{""id""=>44, ""abbreviation""=>""ILA"", ""name""=>""Infralimbic area"", ""color""=>""59B363""}, {""id""=>814, ""abbreviation""=>""DP"", ""name""=>""Dorsal peduncular area"", ""color""=>""A4DAA4""}, {""id""=>972, ""abbreviation""=>""PL"", ""name""=>""Prelimbic area"", ""color""=>""2FA850""}]",M,C57BL/6J,0.2502463567040087,59b363,,"[3760, 3650, 6440]",false,https://connectivity.brain-map.org/projection/experiment/177889243
292125472,Chrna2-Cre_OE25,5,39,ACAd,"Anterior cingulate area, dorsal part",Chrna2-Cre_OE25-3896,0.1122949072,"[{""id""=>39, ""abbreviation""=>""ACAd"", ""name""=>""Anterior cingulate area, dorsal part"", ""color""=>""40A666""}, {""id""=>48, ""abbreviation""=>""ACAv"", ""name""=>""Anterior cingulate area, ventral part"", ""color""=>""40A666""}, {""id""=>972, ""abbreviation""=>""PL"", ""name""=>""Prelimbic area"", ""color""=>""2FA850""}]",F,FVB.CD1(ICR),0.24994302002022625,40a666,,"[3870, 2540, 6310]",false,https://connectivity.brain-map.org/projection/experiment/292125472
184158290,Calb2-IRES-Cre,5,181,RE,Nucleus of reuniens,Calb2-IRES-Cre-228,0.24413136475000002,"[{""id""=>15, ""abbreviation""=>""PT"", ""name""=>""Parataenial nucleus"", ""color""=>""FF909F""}, {""id""=>149, ""abbreviation""=>""PVT"", ""name""=>""Paraventricular nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>181, ""abbreviation""=>""RE"", ""name""=>""Nucleus of reuniens"", ""color""=>""FF909F""}, {""id""=>189, ""abbreviation""=>""RH"", ""name""=>""Rhomboid nucleus"", ""color""=>""FF909F""}, {""id""=>599, ""abbreviation""=>""CM"", ""name""=>""Central medial nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>1120, ""abbreviation""=>""IAM"", ""name""=>""Interanteromedial nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>560581559, ""abbreviation""=>""Xi"", ""name""=>""Xiphoid thalamic nucleus"", ""color""=>""FF909F""}]",F,C57BL/6J,0.24882120140688077,ff909f,,"[6030, 4660, 5690]",false,https://connectivity.brain-map.org/projection/experiment/184158290
505790715,Tlx3-Cre_PL56,45,993,MOs,Secondary motor area,Tlx3-Cre_PL56;Sst-IRES-FlpO-229254,0.0789486187,"[{""id""=>993, ""abbreviation""=>""MOs"", ""name""=>""Secondary motor area"", ""color""=>""1F9D5A""}]",M,"",0.24773945653208063,1f9d5a,,"[3690, 2140, 4420]",false,https://connectivity.brain-map.org/projection/experiment/505790715
521600943,Emx1-IRES-Cre,36,417,VISrl,Rostrolateral visual area,Emx1-IRES-Cre-244146,0.1088658676,"[{""id""=>329, ""abbreviation""=>""SSp-bfd"", ""name""=>""Primary somatosensory area, barrel field"", ""color""=>""188064""}, {""id""=>417, ""abbreviation""=>""VISrl"", ""name""=>""Rostrolateral visual area"", ""color""=>""009FAC""}]",M,"",0.2470176794245767,009fac,,"[7510, 1160, 2610]",false,https://connectivity.brain-map.org/projection/experiment/521600943
180296424,"",5,385,VISp,Primary visual area,378-1815,0.814006032,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>409, ""abbreviation""=>""VISl"", ""name""=>""Lateral visual area"", ""color""=>""08858C""}, {""id""=>425, ""abbreviation""=>""VISpl"", ""name""=>""Posterolateral visual area"", ""color""=>""08858C""}, {""id""=>312782574, ""abbreviation""=>""VISli"", ""name""=>""Laterointermediate area"", ""color""=>""08858C""}, {""id""=>312782628, ""abbreviation""=>""VISpor"", ""name""=>""Postrhinal area"", ""color""=>""08858C""}]",M,C57BL/6J,0.2460598114541549,08858c,,"[9290, 2220, 9410]",false,https://connectivity.brain-map.org/projection/experiment/180296424
597007143,Rbp4-Cre_KL100,36,312782546,VISa,Anterior area,Rbp4-Cre_KL100-319618,0.3533669888,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>394, ""abbreviation""=>""VISam"", ""name""=>""Anteromedial visual area"", ""color""=>""08858C""}, {""id""=>533, ""abbreviation""=>""VISpm"", ""name""=>""posteromedial visual area"", ""color""=>""08858C""}, {""id""=>894, ""abbreviation""=>""RSPagl"", ""name""=>""Retrosplenial area, lateral agranular part"", ""color""=>""1AA698""}, {""id""=>312782546, ""abbreviation""=>""VISa"", ""name""=>""Anterior area"", ""color""=>""009FAC""}]",M,"",0.24498499092586054,009fac,,"[7680, 730, 3630]",false,https://connectivity.brain-map.org/projection/experiment/597007143
294532700,Tlx3-Cre_PL56,5,993,MOs,Secondary motor area,Tlx3-Cre-123690,0.0709428419,"[{""id""=>39, ""abbreviation""=>""ACAd"", ""name""=>""Anterior cingulate area, dorsal part"", ""color""=>""40A666""}, {""id""=>993, ""abbreviation""=>""MOs"", ""name""=>""Secondary motor area"", ""color""=>""1F9D5A""}]",F,"",0.24493540859756063,1f9d5a,,"[3200, 2270, 6390]",false,https://connectivity.brain-map.org/projection/experiment/294532700
305125123,Slc17a6-IRES-Cre,5,15,PT,Parataenial nucleus,Slc17a6-IRES-Cre_LURC-121396,0.0648569978,"[{""id""=>15, ""abbreviation""=>""PT"", ""name""=>""Parataenial nucleus"", ""color""=>""FF909F""}, {""id""=>127, ""abbreviation""=>""AM"", ""name""=>""Anteromedial nucleus"", ""color""=>""FF909F""}, {""id""=>149, ""abbreviation""=>""PVT"", ""name""=>""Paraventricular nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>362, ""abbreviation""=>""MD"", ""name""=>""Mediodorsal nucleus of thalamus"", ""color""=>""FF909F""}, {""id""=>1113, ""abbreviation""=>""IAD"", ""name""=>""Interanterodorsal nucleus of the thalamus"", ""color""=>""FF909F""}]",M,C57BL/6J,0.24435120680208042,ff909f,,"[5970, 4330, 6130]",false,https://connectivity.brain-map.org/projection/experiment/305125123
123662982,"",5,15,PT,Parataenial nucleus,378-1251,0.222932870097656,"[{""id""=>15, ""abbreviation""=>""PT"", ""name""=>""Parataenial nucleus"", ""color""=>""FF909F""}, {""id""=>127, ""abbreviation""=>""AM"", ""name""=>""Anteromedial nucleus"", ""color""=>""FF909F""}, {""id""=>149, ""abbreviation""=>""PVT"", ""name""=>""Paraventricular nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>181, ""abbreviation""=>""RE"", ""name""=>""Nucleus of reuniens"", ""color""=>""FF909F""}, {""id""=>262, ""abbreviation""=>""RT"", ""name""=>""Reticular nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>266, ""abbreviation""=>""LSv"", ""name""=>""Lateral septal nucleus, ventral part"", ""color""=>""90CBED""}, {""id""=>310, ""abbreviation""=>""SF"", ""name""=>""Septofimbrial nucleus"", ""color""=>""90CBED""}, {""id""=>351, ""abbreviation""=>""BST"", ""name""=>""Bed nuclei of the stria terminalis"", ""color""=>""B3C0DF""}, {""id""=>564, ""abbreviation""=>""MS"", ""name""=>""Medial septal nucleus"", ""color""=>""96A7D3""}, {""id""=>581, ""abbreviation""=>""TRS"", ""name""=>""Triangular nucleus of septum"", ""color""=>""96A7D3""}, {""id""=>1113, ""abbreviation""=>""IAD"", ""name""=>""Interanterodorsal nucleus of the thalamus"", ""color""=>""FF909F""}]",M,C57BL/6J,0.24366454103517982,ff909f,,"[5860, 5060, 6350]",false,https://connectivity.brain-map.org/projection/experiment/123662982
278171908,Oxtr-Cre_ON66,5,723,ORBl,"Orbital area, lateral part",Oxtr-Cre_ON66-3873,0.1590353604,"[{""id""=>104, ""abbreviation""=>""AId"", ""name""=>""Agranular insular area, dorsal part"", ""color""=>""219866""}, {""id""=>119, ""abbreviation""=>""AIv"", ""name""=>""Agranular insular area, ventral part"", ""color""=>""219866""}, {""id""=>583, ""abbreviation""=>""CLA"", ""name""=>""Claustrum"", ""color""=>""8ADA87""}, {""id""=>672, ""abbreviation""=>""CP"", ""name""=>""Caudoputamen"", ""color""=>""98D6F9""}, {""id""=>723, ""abbreviation""=>""ORBl"", ""name""=>""Orbital area, lateral part"", ""color""=>""248A5E""}, {""id""=>993, ""abbreviation""=>""MOs"", ""name""=>""Secondary motor area"", ""color""=>""1F9D5A""}]",M,FVB.CD1(ICR),0.2436536074619915,248a5e,,"[3490, 3660, 7470]",false,https://connectivity.brain-map.org/projection/experiment/278171908
298178204,Rbp4-Cre_KL100,5,312782628,VISpor,Postrhinal area,Rbp4-Cre_KL100-129286,0.181428576,"[{""id""=>541, ""abbreviation""=>""TEa"", ""name""=>""Temporal association areas"", ""color""=>""15B0B3""}, {""id""=>312782574, ""abbreviation""=>""VISli"", ""name""=>""Laterointermediate area"", ""color""=>""08858C""}, {""id""=>312782628, ""abbreviation""=>""VISpor"", ""name""=>""Postrhinal area"", ""color""=>""08858C""}]",M,C57BL/6J,0.24230427339077165,08858c,,"[9100, 2240, 9660]",false,https://connectivity.brain-map.org/projection/experiment/298178204
127255962,"",5,149,PVT,Paraventricular nucleus of the thalamus,378-1293,0.242041282,"[{""id""=>59, ""abbreviation""=>""IMD"", ""name""=>""Intermediodorsal nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>149, ""abbreviation""=>""PVT"", ""name""=>""Paraventricular nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>186, ""abbreviation""=>""LH"", ""name""=>""Lateral habenula"", ""color""=>""FF909F""}, {""id""=>362, ""abbreviation""=>""MD"", ""name""=>""Mediodorsal nucleus of thalamus"", ""color""=>""FF909F""}, {""id""=>423, ""abbreviation""=>""CA2"", ""name""=>""Field CA2"", ""color""=>""7ED04B""}, {""id""=>463, ""abbreviation""=>""CA3"", ""name""=>""Field CA3"", ""color""=>""7ED04B""}, {""id""=>483, ""abbreviation""=>""MH"", ""name""=>""Medial habenula"", ""color""=>""FF909F""}, {""id""=>726, ""abbreviation""=>""DG"", ""name""=>""Dentate gyrus"", ""color""=>""7ED04B""}]",M,C57BL/6J,0.2416742745690308,ff909f,,"[6600, 3940, 5640]",false,https://connectivity.brain-map.org/projection/experiment/127255962
175817683,Gal-Cre_KI87,5,155,LD,Lateral dorsal nucleus of thalamus,Gal-Cre-1300,0.1284249134,"[{""id""=>64, ""abbreviation""=>""AD"", ""name""=>""Anterodorsal nucleus"", ""color""=>""FF909F""}, {""id""=>155, ""abbreviation""=>""LD"", ""name""=>""Lateral dorsal nucleus of thalamus"", ""color""=>""FF909F""}, {""id""=>186, ""abbreviation""=>""LH"", ""name""=>""Lateral habenula"", ""color""=>""FF909F""}, {""id""=>218, ""abbreviation""=>""LP"", ""name""=>""Lateral posterior nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>362, ""abbreviation""=>""MD"", ""name""=>""Mediodorsal nucleus of thalamus"", ""color""=>""FF909F""}, {""id""=>575, ""abbreviation""=>""CL"", ""name""=>""Central lateral nucleus of the thalamus"", ""color""=>""FF909F""}]",F,C57BL/6J,0.23770628786659787,ff909f,,"[6420, 3300, 6400]",false,https://connectivity.brain-map.org/projection/experiment/175817683
263785543,Slc17a6-IRES-Cre,5,930,PF,Parafascicular nucleus,Slc17a6-IRES-Cre-3532,0.6359556336,"[{""id""=>128, ""abbreviation""=>""MRN"", ""name""=>""Midbrain reticular nucleus"", ""color""=>""FF90FF""}, {""id""=>414, ""abbreviation""=>""SPFm"", ""name""=>""Subparafascicular nucleus, magnocellular part"", ""color""=>""FF8084""}, {""id""=>422, ""abbreviation""=>""SPFp"", ""name""=>""Subparafascicular nucleus, parvicellular part"", ""color""=>""FF8084""}, {""id""=>741, ""abbreviation""=>""VPMpc"", ""name""=>""Ventral posteromedial nucleus of the thalamus, parvicellular part"", ""color""=>""FF8084""}, {""id""=>749, ""abbreviation""=>""VTA"", ""name""=>""Ventral tegmental area"", ""color""=>""FF90FF""}, {""id""=>795, ""abbreviation""=>""PAG"", ""name""=>""Periaqueductal gray"", ""color""=>""FF90FF""}, {""id""=>797, ""abbreviation""=>""ZI"", ""name""=>""Zona incerta"", ""color""=>""F2483B""}, {""id""=>930, ""abbreviation""=>""PF"", ""name""=>""Parafascicular nucleus"", ""color""=>""FF909F""}, {""id""=>946, ""abbreviation""=>""PH"", ""name""=>""Posterior hypothalamic nucleus"", ""color""=>""FF4C3E""}]",M,B6.129,0.23409938272678307,ff909f,,"[7780, 3640, 6290]",false,https://connectivity.brain-map.org/projection/experiment/263785543
501483880,Emx1-IRES-Cre,36,39,ACAd,"Anterior cingulate area, dorsal part",Emx1-IRES-Cre-225285,0.0565157131,"[{""id""=>39, ""abbreviation""=>""ACAd"", ""name""=>""Anterior cingulate area, dorsal part"", ""color""=>""40A666""}, {""id""=>48, ""abbreviation""=>""ACAv"", ""name""=>""Anterior cingulate area, ventral part"", ""color""=>""40A666""}]",M,"",0.2340117315923263,40a666,,"[5680, 1470, 5480]",false,https://connectivity.brain-map.org/projection/experiment/501483880
184169615,Grp-Cre_KH288,5,993,MOs,Secondary motor area,Grp-Cre-75,0.11264195460000001,"[{""id""=>39, ""abbreviation""=>""ACAd"", ""name""=>""Anterior cingulate area, dorsal part"", ""color""=>""40A666""}, {""id""=>972, ""abbreviation""=>""PL"", ""name""=>""Prelimbic area"", ""color""=>""2FA850""}, {""id""=>993, ""abbreviation""=>""MOs"", ""name""=>""Secondary motor area"", ""color""=>""1F9D5A""}]",M,B6.FVB(ICR),0.22994816758409736,1f9d5a,,"[2880, 2320, 6330]",false,https://connectivity.brain-map.org/projection/experiment/184169615
177459319,Syt6-Cre_KI148,5,993,MOs,Secondary motor area,Syt6-Cre-3153,0.23396533719999998,"[{""id""=>39, ""abbreviation""=>""ACAd"", ""name""=>""Anterior cingulate area, dorsal part"", ""color""=>""40A666""}, {""id""=>972, ""abbreviation""=>""PL"", ""name""=>""Prelimbic area"", ""color""=>""2FA850""}, {""id""=>993, ""abbreviation""=>""MOs"", ""name""=>""Secondary motor area"", ""color""=>""1F9D5A""}]",M,C57BL/6J,0.22915563675860603,1f9d5a,,"[3260, 2220, 6350]",false,https://connectivity.brain-map.org/projection/experiment/177459319
272875838,"",5,362,MD,Mediodorsal nucleus of thalamus,378-1877,0.186676034818286,"[{""id""=>149, ""abbreviation""=>""PVT"", ""name""=>""Paraventricular nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>186, ""abbreviation""=>""LH"", ""name""=>""Lateral habenula"", ""color""=>""FF909F""}, {""id""=>362, ""abbreviation""=>""MD"", ""name""=>""Mediodorsal nucleus of thalamus"", ""color""=>""FF909F""}, {""id""=>483, ""abbreviation""=>""MH"", ""name""=>""Medial habenula"", ""color""=>""FF909F""}, {""id""=>726, ""abbreviation""=>""DG"", ""name""=>""Dentate gyrus"", ""color""=>""7ED04B""}, {""id""=>886, ""abbreviation""=>""RSPv"", ""name""=>""Retrosplenial area, ventral part"", ""color""=>""1AA698""}]",M,C57BL/6J,0.22802412772848363,ff909f,,"[6580, 2700, 6100]",false,https://connectivity.brain-map.org/projection/experiment/272875838
579409876,Emx1-IRES-Cre,35,918,ENTl,"Entorhinal area, lateral part",Emx1-IRES-Cre-302361,0.41954842719999996,"[{""id""=>409, ""abbreviation""=>""VISl"", ""name""=>""Lateral visual area"", ""color""=>""08858C""}, {""id""=>502, ""abbreviation""=>""SUB"", ""name""=>""Subiculum"", ""color""=>""4FC244""}, {""id""=>918, ""abbreviation""=>""ENTl"", ""name""=>""Entorhinal area, lateral part"", ""color""=>""32B825""}, {""id""=>926, ""abbreviation""=>""ENTm"", ""name""=>""Entorhinal area, medial part, dorsal zone"", ""color""=>""32B825""}, {""id""=>312782574, ""abbreviation""=>""VISli"", ""name""=>""Laterointermediate area"", ""color""=>""08858C""}, {""id""=>312782628, ""abbreviation""=>""VISpor"", ""name""=>""Postrhinal area"", ""color""=>""08858C""}]",M,"",0.2277136525865418,32b825,,"[9470, 3560, 1680]",false,https://connectivity.brain-map.org/projection/experiment/579409876
126353451,Syt6-Cre_KI148,5,723,ORBl,"Orbital area, lateral part",Syt6-Cre-591,0.0969581326,"[{""id""=>723, ""abbreviation""=>""ORBl"", ""name""=>""Orbital area, lateral part"", ""color""=>""248A5E""}]",F,C57BL/6J,0.2261452167443512,248a5e,,"[2910, 3730, 7170]",false,https://connectivity.brain-map.org/projection/experiment/126353451
524267323,Ai75(RCL-nT),44,731,ORBm,"Orbital area, medial part",Ai75(T503)-211509,0.039071424,"[{""id""=>731, ""abbreviation""=>""ORBm"", ""name""=>""Orbital area, medial part"", ""color""=>""248A5E""}, {""id""=>746, ""abbreviation""=>""ORBvl"", ""name""=>""Orbital area, ventrolateral part"", ""color""=>""248A5E""}]",F,"",0.2258971570282558,248a5e,,"[2480, 3160, 5430]",false,https://connectivity.brain-map.org/projection/experiment/524267323
591535205,Emx1-IRES-Cre,35,886,RSPv,"Retrosplenial area, ventral part",Emx1-IRES-Cre-314296,0.10560400619999999,"[{""id""=>879, ""abbreviation""=>""RSPd"", ""name""=>""Retrosplenial area, dorsal part"", ""color""=>""1AA698""}, {""id""=>886, ""abbreviation""=>""RSPv"", ""name""=>""Retrosplenial area, ventral part"", ""color""=>""1AA698""}]",M,"",0.2241726142912382,1aa698,,"[7500, 880, 5040]",false,https://connectivity.brain-map.org/projection/experiment/591535205
309372716,"",5,385,VISp,Primary visual area,C57BL/6-155461,0.9087897504000001,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>402, ""abbreviation""=>""VISal"", ""name""=>""Anterolateral visual area"", ""color""=>""08858C""}, {""id""=>409, ""abbreviation""=>""VISl"", ""name""=>""Lateral visual area"", ""color""=>""08858C""}, {""id""=>417, ""abbreviation""=>""VISrl"", ""name""=>""Rostrolateral visual area"", ""color""=>""009FAC""}]",M,C57BL/6J,0.2220340598025038,08858c,,"[8740, 1590, 8140]",false,https://connectivity.brain-map.org/projection/experiment/309372716
646525997,Rbp4-Cre_KL100,36,894,RSPagl,"Retrosplenial area, lateral agranular part",Rbp4-Cre_KL100-351511,0.3080885584,"[{""id""=>394, ""abbreviation""=>""VISam"", ""name""=>""Anteromedial visual area"", ""color""=>""08858C""}, {""id""=>533, ""abbreviation""=>""VISpm"", ""name""=>""posteromedial visual area"", ""color""=>""08858C""}, {""id""=>879, ""abbreviation""=>""RSPd"", ""name""=>""Retrosplenial area, dorsal part"", ""color""=>""1AA698""}, {""id""=>886, ""abbreviation""=>""RSPv"", ""name""=>""Retrosplenial area, ventral part"", ""color""=>""1AA698""}, {""id""=>894, ""abbreviation""=>""RSPagl"", ""name""=>""Retrosplenial area, lateral agranular part"", ""color""=>""1AA698""}, {""id""=>312782546, ""abbreviation""=>""VISa"", ""name""=>""Anterior area"", ""color""=>""009FAC""}]",M,"",0.22181213553926288,1aa698,,"[8340, 970, 4250]",false,https://connectivity.brain-map.org/projection/experiment/646525997
287095785,Slc18a2-Cre_OZ14,5,238,RPO,Nucleus raphe pontis,Slc18a2-Cre_OZ14-3820,0.06132855925,"[{""id""=>128, ""abbreviation""=>""MRN"", ""name""=>""Midbrain reticular nucleus"", ""color""=>""FF90FF""}, {""id""=>238, ""abbreviation""=>""RPO"", ""name""=>""Nucleus raphe pontis"", ""color""=>""FFC395""}, {""id""=>604, ""abbreviation""=>""NI"", ""name""=>""Nucleus incertus"", ""color""=>""FFC395""}, {""id""=>679, ""abbreviation""=>""CS"", ""name""=>""Superior central nucleus raphe"", ""color""=>""FFC395""}, {""id""=>872, ""abbreviation""=>""DR"", ""name""=>""Dorsal nucleus raphe"", ""color""=>""FFA6FF""}, {""id""=>898, ""abbreviation""=>""PCG"", ""name""=>""Pontine central gray"", ""color""=>""FFBA86""}, {""id""=>1093, ""abbreviation""=>""PRNc"", ""name""=>""Pontine reticular nucleus, caudal part"", ""color""=>""FFBA86""}]",M,"",0.2214890474193359,ffc395,,"[10180, 4710, 5670]",false,https://connectivity.brain-map.org/projection/experiment/287095785
475829896,Ai75(RCL-nT),44,39,ACAd,"Anterior cingulate area, dorsal part",Ai75(RCL-nT)-176762,0.055738627,"[{""id""=>39, ""abbreviation""=>""ACAd"", ""name""=>""Anterior cingulate area, dorsal part"", ""color""=>""40A666""}, {""id""=>48, ""abbreviation""=>""ACAv"", ""name""=>""Anterior cingulate area, ventral part"", ""color""=>""40A666""}, {""id""=>993, ""abbreviation""=>""MOs"", ""name""=>""Secondary motor area"", ""color""=>""1F9D5A""}]",M,"",0.2211777500878597,40a666,,"[4920, 1410, 5420]",false,https://connectivity.brain-map.org/projection/experiment/475829896
524874308,Rbp4-Cre_KL100,35,417,VISrl,Rostrolateral visual area,Rbp4-Cre_KL100-247184,0.2791398484,"[{""id""=>329, ""abbreviation""=>""SSp-bfd"", ""name""=>""Primary somatosensory area, barrel field"", ""color""=>""188064""}, {""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>417, ""abbreviation""=>""VISrl"", ""name""=>""Rostrolateral visual area"", ""color""=>""009FAC""}, {""id""=>312782546, ""abbreviation""=>""VISa"", ""name""=>""Anterior area"", ""color""=>""009FAC""}]",M,"",0.22115156008355935,009fac,,"[7920, 1290, 3100]",false,https://connectivity.brain-map.org/projection/experiment/524874308
292623457,Grm2-Cre_MR90,5,186,LH,Lateral habenula,Grm2-Cre_MR90-3863,0.10996450640000001,"[{""id""=>186, ""abbreviation""=>""LH"", ""name""=>""Lateral habenula"", ""color""=>""FF909F""}, {""id""=>218, ""abbreviation""=>""LP"", ""name""=>""Lateral posterior nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>483, ""abbreviation""=>""MH"", ""name""=>""Medial habenula"", ""color""=>""FF909F""}, {""id""=>575, ""abbreviation""=>""CL"", ""name""=>""Central lateral nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>726, ""abbreviation""=>""DG"", ""name""=>""Dentate gyrus"", ""color""=>""7ED04B""}]",F,"",0.2210485102421444,ff909f,,"[6790, 2770, 6230]",false,https://connectivity.brain-map.org/projection/experiment/292623457
657334568,Emx1-IRES-Cre,36,417,VISrl,Rostrolateral visual area,Emx1-IRES-Cre-363519,0.163515156,"[{""id""=>329, ""abbreviation""=>""SSp-bfd"", ""name""=>""Primary somatosensory area, barrel field"", ""color""=>""188064""}, {""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>417, ""abbreviation""=>""VISrl"", ""name""=>""Rostrolateral visual area"", ""color""=>""009FAC""}, {""id""=>312782546, ""abbreviation""=>""VISa"", ""name""=>""Anterior area"", ""color""=>""009FAC""}]",M,"",0.21950670040247394,009fac,,"[7740, 1390, 3330]",false,https://connectivity.brain-map.org/projection/experiment/657334568
478581786,Chat-IRES-Cre-neo,36,342,SI,Substantia innominata,Chat-IRES-Cre-187663,0.03276091735,"[{""id""=>23, ""abbreviation""=>""AAA"", ""name""=>""Anterior amygdalar area"", ""color""=>""80C0E2""}, {""id""=>194, ""abbreviation""=>""LHA"", ""name""=>""Lateral hypothalamic area"", ""color""=>""F2483B""}, {""id""=>298, ""abbreviation""=>""MA"", ""name""=>""Magnocellular nucleus"", ""color""=>""A2B1D8""}, {""id""=>342, ""abbreviation""=>""SI"", ""name""=>""Substantia innominata"", ""color""=>""A2B1D8""}, {""id""=>536, ""abbreviation""=>""CEA"", ""name""=>""Central amygdalar nucleus"", ""color""=>""80C0E2""}, {""id""=>1022, ""abbreviation""=>""GPe"", ""name""=>""Globus pallidus, external segment"", ""color""=>""8599CC""}]",F,"",0.218849388059373,a2b1d8,,"[5660, 6170, 3900]",false,https://connectivity.brain-map.org/projection/experiment/478581786
159151138,Sim1-Cre_KJ18,5,619,NLOT,Nucleus of the lateral olfactory tract,Sim1-Cre-Homo-250,0.145635595,"[{""id""=>23, ""abbreviation""=>""AAA"", ""name""=>""Anterior amygdalar area"", ""color""=>""80C0E2""}, {""id""=>319, ""abbreviation""=>""BMA"", ""name""=>""Basomedial amygdalar nucleus"", ""color""=>""84EA81""}, {""id""=>403, ""abbreviation""=>""MEA"", ""name""=>""Medial amygdalar nucleus"", ""color""=>""80C0E2""}, {""id""=>619, ""abbreviation""=>""NLOT"", ""name""=>""Nucleus of the lateral olfactory tract"", ""color""=>""95E4C8""}, {""id""=>639, ""abbreviation""=>""COAa"", ""name""=>""Cortical amygdalar area, anterior part"", ""color""=>""61E7B7""}]",F,B6.FVB,0.218558325403183,95e4c8,,"[6040, 6590, 7680]",false,https://connectivity.brain-map.org/projection/experiment/159151138
265292679,Grp-Cre_KH288,5,993,MOs,Secondary motor area,Grp-Cre_KH288-108,0.1140049974,"[{""id""=>39, ""abbreviation""=>""ACAd"", ""name""=>""Anterior cingulate area, dorsal part"", ""color""=>""40A666""}, {""id""=>985, ""abbreviation""=>""MOp"", ""name""=>""Primary motor area"", ""color""=>""1F9D5A""}, {""id""=>993, ""abbreviation""=>""MOs"", ""name""=>""Secondary motor area"", ""color""=>""1F9D5A""}]",F,FVB.CD1(ICR),0.21843517854084463,1f9d5a,,"[5040, 1640, 6290]",false,https://connectivity.brain-map.org/projection/experiment/265292679
277956496,Htr2a-Cre_KM207,5,731,ORBm,"Orbital area, medial part",Htr2a-Cre_KM207-3470,0.1314248502,"[{""id""=>44, ""abbreviation""=>""ILA"", ""name""=>""Infralimbic area"", ""color""=>""59B363""}, {""id""=>731, ""abbreviation""=>""ORBm"", ""name""=>""Orbital area, medial part"", ""color""=>""248A5E""}, {""id""=>746, ""abbreviation""=>""ORBvl"", ""name""=>""Orbital area, ventrolateral part"", ""color""=>""248A5E""}, {""id""=>972, ""abbreviation""=>""PL"", ""name""=>""Prelimbic area"", ""color""=>""2FA850""}]",F,"",0.21708432897356458,248a5e,,"[2860, 3340, 5910]",false,https://connectivity.brain-map.org/projection/experiment/277956496
522635991,Tlx3-Cre_PL56,35,417,VISrl,Rostrolateral visual area,Tlx3-Cre_PL56-244761,0.04005350405,"[{""id""=>329, ""abbreviation""=>""SSp-bfd"", ""name""=>""Primary somatosensory area, barrel field"", ""color""=>""188064""}, {""id""=>417, ""abbreviation""=>""VISrl"", ""name""=>""Rostrolateral visual area"", ""color""=>""009FAC""}]",F,B6.FVB,0.21692476721290097,009fac,,"[7490, 1300, 2700]",false,https://connectivity.brain-map.org/projection/experiment/522635991
184168899,Grp-Cre_KH288,5,104,AId,"Agranular insular area, dorsal part",Grp-Cre-76,0.16103948,"[{""id""=>104, ""abbreviation""=>""AId"", ""name""=>""Agranular insular area, dorsal part"", ""color""=>""219866""}, {""id""=>119, ""abbreviation""=>""AIv"", ""name""=>""Agranular insular area, ventral part"", ""color""=>""219866""}]",M,B6.FVB(ICR),0.2157493531689706,219866,,"[3850, 4600, 8580]",false,https://connectivity.brain-map.org/projection/experiment/184168899
307558646,"",5,385,VISp,Primary visual area,C57BL/6-153763,1.0584762831999999,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>409, ""abbreviation""=>""VISl"", ""name""=>""Lateral visual area"", ""color""=>""08858C""}]",M,C57BL/6J,0.21552808494023765,08858c,,"[8740, 1590, 8140]",false,https://connectivity.brain-map.org/projection/experiment/307558646
