"","uid","treatment","location","n","total_cells","normalized_cell_count"
"422","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, lateral agranular part, layer 1",3,2331,0.00128700128700129
"423","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Claustrum",62,2331,0.0265980265980266
"424","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, lateral agranular part, layer 5",8,2331,0.00343200343200343
"425","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Inferior colliculus, dorsal nucleus",4,2331,0.00171600171600172
"426","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Hippocampal formation",4,2331,0.00171600171600172
"427","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","internal capsule",5,2331,0.00214500214500214
"428","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Taenia tecta, ventral part",12,2331,0.00514800514800515
"429","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Ventral anterior-lateral complex of the thalamus",2,2331,0.000858000858000858
"430","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Lateral septal nucleus, rostral (rostroventral) part",4,2331,0.00171600171600172
"431","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, lateral agranular part, layer 6a",3,2331,0.00128700128700129
"432","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, mouth, layer 6a",6,2331,0.00257400257400257
"433","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Ventral auditory area, layer 2/3",4,2331,0.00171600171600172
"434","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Rhomboid nucleus",3,2331,0.00128700128700129
"435","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, upper limb, layer 2/3",4,2331,0.00171600171600172
"436","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Entorhinal area, medial part, dorsal zone, layer 5",2,2331,0.000858000858000858
"437","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Superior central nucleus raphe",2,2331,0.000858000858000858
"438","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, mouth, layer 2/3",4,2331,0.00171600171600172
"439","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Bed nuclei of the stria terminalis",4,2331,0.00171600171600172
"440","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Orbital area, ventrolateral part, layer 5",4,2331,0.00171600171600172
"441","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Paramedian lobule",23,2331,0.00986700986700987
"442","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Substantia innominata",8,2331,0.00343200343200343
"443","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Secondary motor area, layer 1",22,2331,0.00943800943800944
"444","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Orbital area, lateral part, layer 2/3",9,2331,0.00386100386100386
"445","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Nucleus of the posterior commissure",2,2331,0.000858000858000858
"446","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Infralimbic area, layer 5",5,2331,0.00214500214500214
"447","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Agranular insular area, dorsal part, layer 1",3,2331,0.00128700128700129
"448","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","fimbria",7,2331,0.003003003003003
"449","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","choroid plexus",10,2331,0.00429000429000429
"450","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, mouth, layer 5",3,2331,0.00128700128700129
"451","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Primary motor area, Layer 6a",24,2331,0.0102960102960103
"452","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Anteromedial visual area, layer 6a",2,2331,0.000858000858000858
"453","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Midbrain reticular nucleus",7,2331,0.003003003003003
"454","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Striatum",3,2331,0.00128700128700129
"455","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Thalamus",9,2331,0.00386100386100386
"456","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Field CA3",21,2331,0.00900900900900901
"457","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Anterior olfactory nucleus",23,2331,0.00986700986700987
"458","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Medial septal nucleus",5,2331,0.00214500214500214
"459","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Agranular insular area, posterior part, layer 2/3",2,2331,0.000858000858000858
"460","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","cerebal peduncle",2,2331,0.000858000858000858
"461","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Inferior colliculus, external nucleus",4,2331,0.00171600171600172
"462","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Field CA1",12,2331,0.00514800514800515
"463","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Main olfactory bulb",7,2331,0.003003003003003
"464","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Gustatory areas, layer 6a",2,2331,0.000858000858000858
"465","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Anterior amygdalar area",2,2331,0.000858000858000858
"466","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, dorsal part, layer 1",4,2331,0.00171600171600172
"467","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, trunk, layer 2/3",4,2331,0.00171600171600172
"468","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","cingulum bundle",5,2331,0.00214500214500214
"469","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Perirhinal area, layer 6a",3,2331,0.00128700128700129
"470","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Basolateral amygdalar nucleus, anterior part",17,2331,0.00729300729300729
"471","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Periaqueductal gray",6,2331,0.00257400257400257
"472","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Temporal association areas, layer 2/3",9,2331,0.00386100386100386
"473","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Presubiculum",3,2331,0.00128700128700129
"474","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Central lateral nucleus of the thalamus",6,2331,0.00257400257400257
"475","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, upper limb, layer 6a",4,2446,0.00163532297628782
"476","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Supplemental somatosensory area, layer 2/3",3,2446,0.00122649223221586
"477","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Anterior cingulate area, ventral part, layer 5",24,2446,0.0098119378577269
"478","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Secondary motor area, layer 5",225,2446,0.0919869174161897
"479","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Orbital area, lateral part, layer 5",47,2446,0.0192150449713818
"480","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","fourth ventricle",3,2446,0.00122649223221586
"481","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Mediodorsal nucleus of thalamus",21,2446,0.00858544562551104
"482","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Supplemental somatosensory area, layer 6a",7,2446,0.00286181520850368
"483","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Entorhinal area, lateral part, layer 2",4,2446,0.00163532297628782
"484","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Hypothalamus",4,2446,0.00163532297628782
"485","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Gustatory areas, layer 1",3,2446,0.00122649223221586
"486","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Anterior cingulate area, dorsal part, layer 6a",15,2446,0.00613246116107931
"487","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, dorsal part, layer 5",33,2446,0.0134914145543745
"488","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Anteromedial nucleus, dorsal part",41,2446,0.0167620605069501
"489","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Agranular insular area, posterior part, layer 5",2,2446,0.000817661488143908
"490","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","corpus callosum, anterior forceps",6,2446,0.00245298446443173
"491","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Orbital area, medial part, layer 2/3",13,2446,0.0053147996729354
"492","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Orbital area, lateral part, layer 1",31,2446,0.0126737530662306
"493","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Prelimbic area, layer 6a",9,2446,0.00367947669664759
"494","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Supplemental somatosensory area, layer 1",3,2446,0.00122649223221586
"495","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, trunk, layer 6a",3,2446,0.00122649223221586
"496","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Main olfactory bulb",19,2446,0.00776778413736713
"497","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","mammillary peduncle",4,2446,0.00163532297628782
"498","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Anterolateral visual area, layer 4",3,2446,0.00122649223221586
"499","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Gustatory areas, layer 4",5,2446,0.00204415372035977
"500","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Agranular insular area, dorsal part, layer 1",4,2446,0.00163532297628782
"501","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Anterior cingulate area, dorsal part, layer 5",139,2446,0.0568274734260016
"502","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, lateral agranular part, layer 1",2,2446,0.000817661488143908
"503","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","olfactory nerve layer of main olfactory bulb",2,2446,0.000817661488143908
"504","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Agranular insular area, dorsal part, layer 6a",12,2446,0.00490596892886345
"505","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Visceral area, layer 4",3,2446,0.00122649223221586
"506","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Medial preoptic area",11,2446,0.0044971381847915
"507","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, dorsal part, layer 6a",7,2446,0.00286181520850368
"508","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Orbital area, ventrolateral part, layer 1",31,2446,0.0126737530662306
"509","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Agranular insular area, ventral part, layer 5",12,2446,0.00490596892886345
"510","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Intermediate reticular nucleus",2,2446,0.000817661488143908
"511","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Primary motor area, Layer 2/3",19,2446,0.00776778413736713
"512","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Anterior olfactory nucleus",7,2446,0.00286181520850368
"513","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Agranular insular area, dorsal part, layer 5",24,2446,0.0098119378577269
"514","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Orbital area, lateral part, layer 6a",5,2446,0.00204415372035977
"515","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Nodulus (X)",4,2446,0.00163532297628782
"516","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Claustrum",4,2446,0.00163532297628782
"517","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Arcuate hypothalamic nucleus",2,2446,0.000817661488143908
"518","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Accessory olfactory bulb, glomerular layer",4,2446,0.00163532297628782
"519","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Lateral hypothalamic area",14,2446,0.00572363041700736
"520","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, dorsal part, layer 2/3",32,2446,0.0130825838103025
"521","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","cingulum bundle",3,2446,0.00122649223221586
"522","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Ventral anterior-lateral complex of the thalamus",2,2446,0.000817661488143908
"523","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, lateral agranular part, layer 2/3",8,2446,0.00327064595257563
"524","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Orbital area, medial part, layer 1",15,2446,0.00613246116107931
"525","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, nose, layer 4",5,2446,0.00204415372035977
"526","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Orbital area, lateral part, layer 2/3",45,2446,0.0183973834832379
"527","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","cerebal peduncle",2,2446,0.000817661488143908
"528","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, upper limb, layer 5",2,2446,0.000817661488143908
"529","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Prelimbic area, layer 5",84,2446,0.0343417825020442
"530","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Nucleus prepositus",2,2446,0.000817661488143908
"531","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Dorsal cochlear nucleus",4,2446,0.00163532297628782
"532","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","stria terminalis",4,2446,0.00163532297628782
"533","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Interanterodorsal nucleus of the thalamus",14,2446,0.00572363041700736
"534","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","fimbria",11,2446,0.0044971381847915
"535","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, barrel field, layer 5",8,2446,0.00327064595257563
"536","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Copula pyramidis",3,2446,0.00122649223221586
"537","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Temporal association areas, layer 1",3,2446,0.00122649223221586
"538","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","medial lemniscus",2,2446,0.000817661488143908
"539","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Superior colliculus, motor related, intermediate gray layer",2,2446,0.000817661488143908
"540","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Striatum",19,2446,0.00776778413736713
"541","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","choroid plexus",13,2446,0.0053147996729354
"542","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Pyramus (VIII)",3,2446,0.00122649223221586
"543","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Secondary motor area, layer 6a",12,2446,0.00490596892886345
"544","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Primary motor area, Layer 6a",8,2446,0.00327064595257563
"545","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Dentate gyrus, molecular layer",2,2446,0.000817661488143908
"546","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, trunk, layer 5",7,2446,0.00286181520850368
"547","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Lobule III",9,2446,0.00367947669664759
"548","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Piriform area",5,2446,0.00204415372035977
"549","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Reticular nucleus of the thalamus",2,2446,0.000817661488143908
"550","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Orbital area, ventrolateral part, layer 5",20,2446,0.00817661488143908
"551","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Anterior cingulate area, ventral part, layer 1",5,2446,0.00204415372035977
"552","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, barrel field, layer 1",4,2446,0.00163532297628782
"553","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Paraventricular hypothalamic nucleus",2,2446,0.000817661488143908
"554","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Medial vestibular nucleus",5,2446,0.00204415372035977
"555","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Anterior cingulate area, dorsal part, layer 1",65,2446,0.026573998364677
"556","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","arbor vitae",8,2446,0.00327064595257563
"557","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Field CA1",7,2446,0.00286181520850368
"558","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Frontal pole, layer 2/3",4,2446,0.00163532297628782
"559","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","lateral ventricle",20,2446,0.00817661488143908
"560","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Substantia innominata",3,2446,0.00122649223221586
"561","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Agranular insular area, ventral part, layer 1",2,2446,0.000817661488143908
"562","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Interanteromedial nucleus of the thalamus",2,2446,0.000817661488143908
"563","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Pallidum",5,2446,0.00204415372035977
"564","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Ventral medial nucleus of the thalamus",3,2446,0.00122649223221586
"565","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Basolateral amygdalar nucleus, anterior part",6,2446,0.00245298446443173
"566","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Orbital area, medial part, layer 5",17,2446,0.00695012264922322
"567","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Infralimbic area, layer 5",6,2446,0.00245298446443173
"568","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, barrel field, layer 4",38,2446,0.0155355682747343
"569","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Agranular insular area, ventral part, layer 2/3",5,2446,0.00204415372035977
"570","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, mouth, layer 2/3",2,2446,0.000817661488143908
"571","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Globus pallidus, external segment",25,2446,0.0102207686017989
"572","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Entorhinal area, lateral part, layer 1",10,2446,0.00408830744071954
"573","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, nose, layer 6a",2,2446,0.000817661488143908
"574","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Midbrain",4,2446,0.00163532297628782
"575","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","fiber tracts",11,2446,0.0044971381847915
"576","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Inferior colliculus, external nucleus",5,2446,0.00204415372035977
"577","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Lateral posterior nucleus of the thalamus",2,2446,0.000817661488143908
"578","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, trunk, layer 2/3",11,2446,0.0044971381847915
"579","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Lateral preoptic area",19,2446,0.00776778413736713
"580","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","fasciculus retroflexus",3,2446,0.00122649223221586
"581","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Orbital area, ventrolateral part, layer 2/3",41,2446,0.0167620605069501
"582","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Temporal association areas, layer 2/3",2,2446,0.000817661488143908
"583","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Uvula (IX)",4,2446,0.00163532297628782
"584","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Primary visual area, layer 1",3,2446,0.00122649223221586
"585","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Dorsal peduncular area",7,2446,0.00286181520850368
"586","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Dorsomedial nucleus of the hypothalamus",3,2446,0.00122649223221586
"587","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Supplemental somatosensory area, layer 4",12,2446,0.00490596892886345
"588","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Pons",4,2446,0.00163532297628782
"589","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Prelimbic area, layer 2/3",20,2446,0.00817661488143908
"590","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Crus 2",12,2446,0.00490596892886345
"591","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Secondary motor area, layer 1",11,2446,0.0044971381847915
"592","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Parataenial nucleus",7,2446,0.00286181520850368
"593","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Supplemental somatosensory area, layer 5",5,2446,0.00204415372035977
"594","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Lobules IV-V",18,2446,0.00735895339329518
"595","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Crus 1",4,2446,0.00163532297628782
"596","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","optic tract",10,2446,0.00408830744071954
"597","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Diagonal band nucleus",16,2446,0.00654129190515127
"598","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Simple lobule",17,2446,0.00695012264922322
"599","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, upper limb, layer 2/3",11,2446,0.0044971381847915
"600","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Anterior cingulate area, ventral part, layer 2/3",14,2446,0.00572363041700736
"601","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Declive (VI)",12,2446,0.00490596892886345
"602","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Primary motor area, Layer 5",14,2446,0.00572363041700736
"603","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, ventral part, layer 5",15,2446,0.00613246116107931
"604","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Infralimbic area, layer 2/3",4,2446,0.00163532297628782
"605","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, upper limb, layer 4",10,2446,0.00408830744071954
"606","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Substantia nigra, reticular part",2,2446,0.000817661488143908
"607","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","posteromedial visual area, layer 1",9,2446,0.00367947669664759
"608","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Field CA3",7,2446,0.00286181520850368
"609","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Parafascicular nucleus",2,2446,0.000817661488143908
"610","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Taenia tecta, dorsal part",6,2446,0.00245298446443173
"611","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Secondary motor area, layer 2/3",171,2446,0.0699100572363042
"612","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, ventral part, layer 1",17,2446,0.00695012264922322
"613","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Triangular nucleus of septum",3,2446,0.00122649223221586
"614","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, barrel field, layer 2/3",35,2446,0.0143090760425184
"615","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Folium-tuber vermis (VII)",6,2446,0.00245298446443173
"616","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Pontine gray",5,2446,0.00204415372035977
"617","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Superior colliculus, zonal layer",3,2446,0.00122649223221586
"618","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Medulla",8,2446,0.00327064595257563
"619","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Dorsal motor nucleus of the vagus nerve",2,2446,0.000817661488143908
"620","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","habenular commissure",2,2446,0.000817661488143908
"621","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, ventral part, layer 2/3",28,2446,0.0114472608340147
"622","CAGE3811492 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT","Paramedian lobule",8,2446,0.00327064595257563
